ko	name	description	module_id	module	pathway_id	pathway	class
K00860	cysJ	sulfite reductase (NADPH) flavoprotein alpha-component [EC:1.8.1.2]	M00176	Assimilatory sulfate reduction, sulfate => H2S [PATH:map01100]	ko01100	Metabolic pathways	None
K00955	cysJ	sulfite reductase (NADPH) flavoprotein alpha-component [EC:1.8.1.2]	M00176	Assimilatory sulfate reduction, sulfate => H2S [PATH:map01100]	ko01100	Metabolic pathways	None
K13811	sir	sulfite reductase (ferredoxin) [EC:1.8.7.1]	M00176	Assimilatory sulfate reduction, sulfate => H2S [PATH:map01100]	ko01100	Metabolic pathways	None
K00860	sir	sulfite reductase (ferredoxin) [EC:1.8.7.1]	M00176	Assimilatory sulfate reduction, sulfate => H2S [PATH:map01100]	ko01100	Metabolic pathways	None
K00955	sir	sulfite reductase (ferredoxin) [EC:1.8.7.1]	M00176	Assimilatory sulfate reduction, sulfate => H2S [PATH:map01100]	ko01100	Metabolic pathways	None
K00163	aceE	pyruvate dehydrogenase E1 component [EC:1.2.4.1]	M00307	Pyruvate oxidation, pyruvate => acetyl-CoA [PATH:map01100]	ko01100	Metabolic pathways	None
K00161	aceE	pyruvate dehydrogenase E1 component [EC:1.2.4.1]	M00307	Pyruvate oxidation, pyruvate => acetyl-CoA [PATH:map01100]	ko01100	Metabolic pathways	None
K00162	aceE	pyruvate dehydrogenase E1 component [EC:1.2.4.1]	M00307	Pyruvate oxidation, pyruvate => acetyl-CoA [PATH:map01100]	ko01100	Metabolic pathways	None
K00627	aceE	pyruvate dehydrogenase E1 component [EC:1.2.4.1]	M00307	Pyruvate oxidation, pyruvate => acetyl-CoA [PATH:map01100]	ko01100	Metabolic pathways	None
K00382	aceE	pyruvate dehydrogenase E1 component [EC:1.2.4.1]	M00307	Pyruvate oxidation, pyruvate => acetyl-CoA [PATH:map01100]	ko01100	Metabolic pathways	None
K13997	aceE	pyruvate dehydrogenase E1 component [EC:1.2.4.1]	M00307	Pyruvate oxidation, pyruvate => acetyl-CoA [PATH:map01100]	ko01100	Metabolic pathways	None
K00169	porA	pyruvate ferredoxin oxidoreductase alpha subunit [EC:1.2.7.1]	M00307	Pyruvate oxidation, pyruvate => acetyl-CoA [PATH:map01100]	ko01100	Metabolic pathways	None
K00170	porA	pyruvate ferredoxin oxidoreductase alpha subunit [EC:1.2.7.1]	M00307	Pyruvate oxidation, pyruvate => acetyl-CoA [PATH:map01100]	ko01100	Metabolic pathways	None
K00171	porA	pyruvate ferredoxin oxidoreductase alpha subunit [EC:1.2.7.1]	M00307	Pyruvate oxidation, pyruvate => acetyl-CoA [PATH:map01100]	ko01100	Metabolic pathways	None
K00172	porA	pyruvate ferredoxin oxidoreductase alpha subunit [EC:1.2.7.1]	M00307	Pyruvate oxidation, pyruvate => acetyl-CoA [PATH:map01100]	ko01100	Metabolic pathways	None
K00189	porA	pyruvate ferredoxin oxidoreductase alpha subunit [EC:1.2.7.1]	M00307	Pyruvate oxidation, pyruvate => acetyl-CoA [PATH:map01100]	ko01100	Metabolic pathways	None
K03737	porA	pyruvate ferredoxin oxidoreductase alpha subunit [EC:1.2.7.1]	M00307	Pyruvate oxidation, pyruvate => acetyl-CoA [PATH:map01100]	ko01100	Metabolic pathways	None
K00169	gnaD	gluconate/galactonate dehydratase [EC:4.2.1.140]	M00308	Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P [PATH:map01100]	ko01100	Metabolic pathways	None
K00170	gnaD	gluconate/galactonate dehydratase [EC:4.2.1.140]	M00308	Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P [PATH:map01100]	ko01100	Metabolic pathways	None
K00171	gnaD	gluconate/galactonate dehydratase [EC:4.2.1.140]	M00308	Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P [PATH:map01100]	ko01100	Metabolic pathways	None
K00172	gnaD	gluconate/galactonate dehydratase [EC:4.2.1.140]	M00308	Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P [PATH:map01100]	ko01100	Metabolic pathways	None
K00189	gnaD	gluconate/galactonate dehydratase [EC:4.2.1.140]	M00308	Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P [PATH:map01100]	ko01100	Metabolic pathways	None
K03737	gnaD	gluconate/galactonate dehydratase [EC:4.2.1.140]	M00308	Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P [PATH:map01100]	ko01100	Metabolic pathways	None
K00169	kdgK	2-dehydro-3-deoxygluconokinase [EC:2.7.1.45]	M00308	Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P [PATH:map01100]	ko01100	Metabolic pathways	None
K00170	kdgK	2-dehydro-3-deoxygluconokinase [EC:2.7.1.45]	M00308	Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P [PATH:map01100]	ko01100	Metabolic pathways	None
K00171	kdgK	2-dehydro-3-deoxygluconokinase [EC:2.7.1.45]	M00308	Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P [PATH:map01100]	ko01100	Metabolic pathways	None
K00172	kdgK	2-dehydro-3-deoxygluconokinase [EC:2.7.1.45]	M00308	Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P [PATH:map01100]	ko01100	Metabolic pathways	None
K00189	kdgK	2-dehydro-3-deoxygluconokinase [EC:2.7.1.45]	M00308	Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P [PATH:map01100]	ko01100	Metabolic pathways	None
K03737	kdgK	2-dehydro-3-deoxygluconokinase [EC:2.7.1.45]	M00308	Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P [PATH:map01100]	ko01100	Metabolic pathways	None
K00169	eda	2-dehydro-3-deoxyphosphogluconate aldolase / (4S)-4-hydroxy-2-oxoglutarate aldolase [EC:4.1.2.14 4.1.3.42]	M00308	Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P [PATH:map01100]	ko01100	Metabolic pathways	None
K00170	eda	2-dehydro-3-deoxyphosphogluconate aldolase / (4S)-4-hydroxy-2-oxoglutarate aldolase [EC:4.1.2.14 4.1.3.42]	M00308	Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P [PATH:map01100]	ko01100	Metabolic pathways	None
K00171	eda	2-dehydro-3-deoxyphosphogluconate aldolase / (4S)-4-hydroxy-2-oxoglutarate aldolase [EC:4.1.2.14 4.1.3.42]	M00308	Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P [PATH:map01100]	ko01100	Metabolic pathways	None
K00172	eda	2-dehydro-3-deoxyphosphogluconate aldolase / (4S)-4-hydroxy-2-oxoglutarate aldolase [EC:4.1.2.14 4.1.3.42]	M00308	Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P [PATH:map01100]	ko01100	Metabolic pathways	None
K00189	eda	2-dehydro-3-deoxyphosphogluconate aldolase / (4S)-4-hydroxy-2-oxoglutarate aldolase [EC:4.1.2.14 4.1.3.42]	M00308	Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P [PATH:map01100]	ko01100	Metabolic pathways	None
K03737	eda	2-dehydro-3-deoxyphosphogluconate aldolase / (4S)-4-hydroxy-2-oxoglutarate aldolase [EC:4.1.2.14 4.1.3.42]	M00308	Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P [PATH:map01100]	ko01100	Metabolic pathways	None
K00169	GAPDH, gapA	glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12]	M00308	Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P [PATH:map01100]	ko01100	Metabolic pathways	None
K00170	GAPDH, gapA	glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12]	M00308	Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P [PATH:map01100]	ko01100	Metabolic pathways	None
K00171	GAPDH, gapA	glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12]	M00308	Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P [PATH:map01100]	ko01100	Metabolic pathways	None
K00172	GAPDH, gapA	glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12]	M00308	Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P [PATH:map01100]	ko01100	Metabolic pathways	None
K00189	GAPDH, gapA	glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12]	M00308	Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P [PATH:map01100]	ko01100	Metabolic pathways	None
K03737	GAPDH, gapA	glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12]	M00308	Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P [PATH:map01100]	ko01100	Metabolic pathways	None
K00169	PGK, pgk	phosphoglycerate kinase [EC:2.7.2.3]	M00308	Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P [PATH:map01100]	ko01100	Metabolic pathways	None
K00170	PGK, pgk	phosphoglycerate kinase [EC:2.7.2.3]	M00308	Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P [PATH:map01100]	ko01100	Metabolic pathways	None
K00171	PGK, pgk	phosphoglycerate kinase [EC:2.7.2.3]	M00308	Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P [PATH:map01100]	ko01100	Metabolic pathways	None
K00172	PGK, pgk	phosphoglycerate kinase [EC:2.7.2.3]	M00308	Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P [PATH:map01100]	ko01100	Metabolic pathways	None
K00189	PGK, pgk	phosphoglycerate kinase [EC:2.7.2.3]	M00308	Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P [PATH:map01100]	ko01100	Metabolic pathways	None
K03737	PGK, pgk	phosphoglycerate kinase [EC:2.7.2.3]	M00308	Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P [PATH:map01100]	ko01100	Metabolic pathways	None
K00169	gapN	glyceraldehyde-3-phosphate dehydrogenase (NADP+) [EC:1.2.1.9]	M00308	Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P [PATH:map01100]	ko01100	Metabolic pathways	None
K00170	gapN	glyceraldehyde-3-phosphate dehydrogenase (NADP+) [EC:1.2.1.9]	M00308	Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P [PATH:map01100]	ko01100	Metabolic pathways	None
K00171	gapN	glyceraldehyde-3-phosphate dehydrogenase (NADP+) [EC:1.2.1.9]	M00308	Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P [PATH:map01100]	ko01100	Metabolic pathways	None
K00172	gapN	glyceraldehyde-3-phosphate dehydrogenase (NADP+) [EC:1.2.1.9]	M00308	Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P [PATH:map01100]	ko01100	Metabolic pathways	None
K00189	gapN	glyceraldehyde-3-phosphate dehydrogenase (NADP+) [EC:1.2.1.9]	M00308	Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P [PATH:map01100]	ko01100	Metabolic pathways	None
K03737	gapN	glyceraldehyde-3-phosphate dehydrogenase (NADP+) [EC:1.2.1.9]	M00308	Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P [PATH:map01100]	ko01100	Metabolic pathways	None
K00169	gapN	glyceraldehyde-3-phosphate dehydrogenase [NAD(P)+] [EC:1.2.1.90]	M00308	Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P [PATH:map01100]	ko01100	Metabolic pathways	None
K00170	gapN	glyceraldehyde-3-phosphate dehydrogenase [NAD(P)+] [EC:1.2.1.90]	M00308	Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P [PATH:map01100]	ko01100	Metabolic pathways	None
K00171	gapN	glyceraldehyde-3-phosphate dehydrogenase [NAD(P)+] [EC:1.2.1.90]	M00308	Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P [PATH:map01100]	ko01100	Metabolic pathways	None
K00172	gapN	glyceraldehyde-3-phosphate dehydrogenase [NAD(P)+] [EC:1.2.1.90]	M00308	Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P [PATH:map01100]	ko01100	Metabolic pathways	None
K00189	gapN	glyceraldehyde-3-phosphate dehydrogenase [NAD(P)+] [EC:1.2.1.90]	M00308	Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P [PATH:map01100]	ko01100	Metabolic pathways	None
K03737	gapN	glyceraldehyde-3-phosphate dehydrogenase [NAD(P)+] [EC:1.2.1.90]	M00308	Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P [PATH:map01100]	ko01100	Metabolic pathways	None
K00169	gnaD	gluconate/galactonate dehydratase [EC:4.2.1.140]	M00309	Non-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate [PATH:map01100]	ko01100	Metabolic pathways	None
K00170	gnaD	gluconate/galactonate dehydratase [EC:4.2.1.140]	M00309	Non-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate [PATH:map01100]	ko01100	Metabolic pathways	None
K00171	gnaD	gluconate/galactonate dehydratase [EC:4.2.1.140]	M00309	Non-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate [PATH:map01100]	ko01100	Metabolic pathways	None
K00172	gnaD	gluconate/galactonate dehydratase [EC:4.2.1.140]	M00309	Non-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate [PATH:map01100]	ko01100	Metabolic pathways	None
K00189	gnaD	gluconate/galactonate dehydratase [EC:4.2.1.140]	M00309	Non-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate [PATH:map01100]	ko01100	Metabolic pathways	None
K03737	gnaD	gluconate/galactonate dehydratase [EC:4.2.1.140]	M00309	Non-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate [PATH:map01100]	ko01100	Metabolic pathways	None
K00169	kdpgA	2-dehydro-3-deoxy-phosphogluconate/2-dehydro-3-deoxy-6-phosphogalactonate aldolase [EC:4.1.2.55]	M00309	Non-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate [PATH:map01100]	ko01100	Metabolic pathways	None
K00170	kdpgA	2-dehydro-3-deoxy-phosphogluconate/2-dehydro-3-deoxy-6-phosphogalactonate aldolase [EC:4.1.2.55]	M00309	Non-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate [PATH:map01100]	ko01100	Metabolic pathways	None
K00171	kdpgA	2-dehydro-3-deoxy-phosphogluconate/2-dehydro-3-deoxy-6-phosphogalactonate aldolase [EC:4.1.2.55]	M00309	Non-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate [PATH:map01100]	ko01100	Metabolic pathways	None
K00172	kdpgA	2-dehydro-3-deoxy-phosphogluconate/2-dehydro-3-deoxy-6-phosphogalactonate aldolase [EC:4.1.2.55]	M00309	Non-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate [PATH:map01100]	ko01100	Metabolic pathways	None
K00189	kdpgA	2-dehydro-3-deoxy-phosphogluconate/2-dehydro-3-deoxy-6-phosphogalactonate aldolase [EC:4.1.2.55]	M00309	Non-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate [PATH:map01100]	ko01100	Metabolic pathways	None
K03737	kdpgA	2-dehydro-3-deoxy-phosphogluconate/2-dehydro-3-deoxy-6-phosphogalactonate aldolase [EC:4.1.2.55]	M00309	Non-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate [PATH:map01100]	ko01100	Metabolic pathways	None
K00169	kdgA	2-dehydro-3-deoxy-D-gluconate aldolase [EC:4.1.2.51]	M00309	Non-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate [PATH:map01100]	ko01100	Metabolic pathways	None
K00170	kdgA	2-dehydro-3-deoxy-D-gluconate aldolase [EC:4.1.2.51]	M00309	Non-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate [PATH:map01100]	ko01100	Metabolic pathways	None
K00171	kdgA	2-dehydro-3-deoxy-D-gluconate aldolase [EC:4.1.2.51]	M00309	Non-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate [PATH:map01100]	ko01100	Metabolic pathways	None
K00172	kdgA	2-dehydro-3-deoxy-D-gluconate aldolase [EC:4.1.2.51]	M00309	Non-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate [PATH:map01100]	ko01100	Metabolic pathways	None
K00189	kdgA	2-dehydro-3-deoxy-D-gluconate aldolase [EC:4.1.2.51]	M00309	Non-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate [PATH:map01100]	ko01100	Metabolic pathways	None
K03737	kdgA	2-dehydro-3-deoxy-D-gluconate aldolase [EC:4.1.2.51]	M00309	Non-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate [PATH:map01100]	ko01100	Metabolic pathways	None
K18020	cutA	glyceraldehyde dehydrogenase large subunit [EC:1.2.99.8]	M00309	Non-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate [PATH:map01100]	ko01100	Metabolic pathways	None
K18021	cutA	glyceraldehyde dehydrogenase large subunit [EC:1.2.99.8]	M00309	Non-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate [PATH:map01100]	ko01100	Metabolic pathways	None
K18022	cutA	glyceraldehyde dehydrogenase large subunit [EC:1.2.99.8]	M00309	Non-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate [PATH:map01100]	ko01100	Metabolic pathways	None
K18020	gadh	D-glyceraldehyde dehydrogenase (NADP+) [EC:1.2.1.89]	M00309	Non-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate [PATH:map01100]	ko01100	Metabolic pathways	None
K18021	gadh	D-glyceraldehyde dehydrogenase (NADP+) [EC:1.2.1.89]	M00309	Non-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate [PATH:map01100]	ko01100	Metabolic pathways	None
K18022	gadh	D-glyceraldehyde dehydrogenase (NADP+) [EC:1.2.1.89]	M00309	Non-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate [PATH:map01100]	ko01100	Metabolic pathways	None
K18020	aor	aldehyde:ferredoxin oxidoreductase [EC:1.2.7.5]	M00309	Non-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate [PATH:map01100]	ko01100	Metabolic pathways	None
K18021	aor	aldehyde:ferredoxin oxidoreductase [EC:1.2.7.5]	M00309	Non-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate [PATH:map01100]	ko01100	Metabolic pathways	None
K18022	aor	aldehyde:ferredoxin oxidoreductase [EC:1.2.7.5]	M00309	Non-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate [PATH:map01100]	ko01100	Metabolic pathways	None
K01697	CBS	cystathionine beta-synthase [EC:4.2.1.22]	M00338	Cysteine biosynthesis, homocysteine + serine => cysteine [PATH:map01100]	ko01100	Metabolic pathways	None
K10150	CBS	cystathionine beta-synthase [EC:4.2.1.22]	M00338	Cysteine biosynthesis, homocysteine + serine => cysteine [PATH:map01100]	ko01100	Metabolic pathways	None
K01697	CTH	cystathionine gamma-lyase [EC:4.4.1.1]	M00338	Cysteine biosynthesis, homocysteine + serine => cysteine [PATH:map01100]	ko01100	Metabolic pathways	None
K10150	CTH	cystathionine gamma-lyase [EC:4.4.1.1]	M00338	Cysteine biosynthesis, homocysteine + serine => cysteine [PATH:map01100]	ko01100	Metabolic pathways	None
K01697	DAS	dihydroxyacetone synthase [EC:2.2.1.3]	M00344	Formaldehyde assimilation, xylulose monophosphate pathway [PATH:map01100]	ko01100	Metabolic pathways	None
K10150	DAS	dihydroxyacetone synthase [EC:2.2.1.3]	M00344	Formaldehyde assimilation, xylulose monophosphate pathway [PATH:map01100]	ko01100	Metabolic pathways	None
K01697	DAK, TKFC	triose/dihydroxyacetone kinase / FAD-AMP lyase (cyclizing) [EC:2.7.1.28 2.7.1.29 4.6.1.15]	M00344	Formaldehyde assimilation, xylulose monophosphate pathway [PATH:map01100]	ko01100	Metabolic pathways	None
K10150	DAK, TKFC	triose/dihydroxyacetone kinase / FAD-AMP lyase (cyclizing) [EC:2.7.1.28 2.7.1.29 4.6.1.15]	M00344	Formaldehyde assimilation, xylulose monophosphate pathway [PATH:map01100]	ko01100	Metabolic pathways	None
K01697	FBA, fbaA	fructose-bisphosphate aldolase, class II [EC:4.1.2.13]	M00344	Formaldehyde assimilation, xylulose monophosphate pathway [PATH:map01100]	ko01100	Metabolic pathways	None
K10150	FBA, fbaA	fructose-bisphosphate aldolase, class II [EC:4.1.2.13]	M00344	Formaldehyde assimilation, xylulose monophosphate pathway [PATH:map01100]	ko01100	Metabolic pathways	None
K01697	FBP, fbp	fructose-1,6-bisphosphatase I [EC:3.1.3.11]	M00344	Formaldehyde assimilation, xylulose monophosphate pathway [PATH:map01100]	ko01100	Metabolic pathways	None
K10150	FBP, fbp	fructose-1,6-bisphosphatase I [EC:3.1.3.11]	M00344	Formaldehyde assimilation, xylulose monophosphate pathway [PATH:map01100]	ko01100	Metabolic pathways	None
K08093	hxlA	3-hexulose-6-phosphate synthase [EC:4.1.2.43]	M00345	Formaldehyde assimilation, ribulose monophosphate pathway [PATH:map01100]	ko01100	Metabolic pathways	None
K13812	hxlA	3-hexulose-6-phosphate synthase [EC:4.1.2.43]	M00345	Formaldehyde assimilation, ribulose monophosphate pathway [PATH:map01100]	ko01100	Metabolic pathways	None
K13831	hxlA	3-hexulose-6-phosphate synthase [EC:4.1.2.43]	M00345	Formaldehyde assimilation, ribulose monophosphate pathway [PATH:map01100]	ko01100	Metabolic pathways	None
K08094	hxlB	6-phospho-3-hexuloisomerase [EC:5.3.1.27]	M00345	Formaldehyde assimilation, ribulose monophosphate pathway [PATH:map01100]	ko01100	Metabolic pathways	None
K13831	hxlB	6-phospho-3-hexuloisomerase [EC:5.3.1.27]	M00345	Formaldehyde assimilation, ribulose monophosphate pathway [PATH:map01100]	ko01100	Metabolic pathways	None
K00850	pfkA, PFK	6-phosphofructokinase 1 [EC:2.7.1.11]	M00345	Formaldehyde assimilation, ribulose monophosphate pathway [PATH:map01100]	ko01100	Metabolic pathways	None
K16370	pfkA, PFK	6-phosphofructokinase 1 [EC:2.7.1.11]	M00345	Formaldehyde assimilation, ribulose monophosphate pathway [PATH:map01100]	ko01100	Metabolic pathways	None
K00850	FBA, fbaA	fructose-bisphosphate aldolase, class II [EC:4.1.2.13]	M00345	Formaldehyde assimilation, ribulose monophosphate pathway [PATH:map01100]	ko01100	Metabolic pathways	None
K16370	FBA, fbaA	fructose-bisphosphate aldolase, class II [EC:4.1.2.13]	M00345	Formaldehyde assimilation, ribulose monophosphate pathway [PATH:map01100]	ko01100	Metabolic pathways	None
K00850	glyA, SHMT	glycine hydroxymethyltransferase [EC:2.1.2.1]	M00346	Formaldehyde assimilation, serine pathway [PATH:map01100]	ko01100	Metabolic pathways	None
K16370	glyA, SHMT	glycine hydroxymethyltransferase [EC:2.1.2.1]	M00346	Formaldehyde assimilation, serine pathway [PATH:map01100]	ko01100	Metabolic pathways	None
K00850	AGXT	alanine-glyoxylate transaminase / serine-glyoxylate transaminase / serine-pyruvate transaminase [EC:2.6.1.44 2.6.1.45 2.6.1.51]	M00346	Formaldehyde assimilation, serine pathway [PATH:map01100]	ko01100	Metabolic pathways	None
K16370	AGXT	alanine-glyoxylate transaminase / serine-glyoxylate transaminase / serine-pyruvate transaminase [EC:2.6.1.44 2.6.1.45 2.6.1.51]	M00346	Formaldehyde assimilation, serine pathway [PATH:map01100]	ko01100	Metabolic pathways	None
K00850	hprA	glycerate dehydrogenase [EC:1.1.1.29]	M00346	Formaldehyde assimilation, serine pathway [PATH:map01100]	ko01100	Metabolic pathways	None
K16370	hprA	glycerate dehydrogenase [EC:1.1.1.29]	M00346	Formaldehyde assimilation, serine pathway [PATH:map01100]	ko01100	Metabolic pathways	None
K00850	gck, gckA, GLYCTK	glycerate 2-kinase [EC:2.7.1.165]	M00346	Formaldehyde assimilation, serine pathway [PATH:map01100]	ko01100	Metabolic pathways	None
K16370	gck, gckA, GLYCTK	glycerate 2-kinase [EC:2.7.1.165]	M00346	Formaldehyde assimilation, serine pathway [PATH:map01100]	ko01100	Metabolic pathways	None
K00850	ENO, eno	enolase [EC:4.2.1.11]	M00346	Formaldehyde assimilation, serine pathway [PATH:map01100]	ko01100	Metabolic pathways	None
K16370	ENO, eno	enolase [EC:4.2.1.11]	M00346	Formaldehyde assimilation, serine pathway [PATH:map01100]	ko01100	Metabolic pathways	None
K00850	ppc	phosphoenolpyruvate carboxylase [EC:4.1.1.31]	M00346	Formaldehyde assimilation, serine pathway [PATH:map01100]	ko01100	Metabolic pathways	None
K16370	ppc	phosphoenolpyruvate carboxylase [EC:4.1.1.31]	M00346	Formaldehyde assimilation, serine pathway [PATH:map01100]	ko01100	Metabolic pathways	None
K00850	mdh	malate dehydrogenase [EC:1.1.1.37]	M00346	Formaldehyde assimilation, serine pathway [PATH:map01100]	ko01100	Metabolic pathways	None
K16370	mdh	malate dehydrogenase [EC:1.1.1.37]	M00346	Formaldehyde assimilation, serine pathway [PATH:map01100]	ko01100	Metabolic pathways	None
K08692	mtkB	malate-CoA ligase subunit alpha [EC:6.2.1.9]	M00346	Formaldehyde assimilation, serine pathway [PATH:map01100]	ko01100	Metabolic pathways	None
K14067	mtkB	malate-CoA ligase subunit alpha [EC:6.2.1.9]	M00346	Formaldehyde assimilation, serine pathway [PATH:map01100]	ko01100	Metabolic pathways	None
K08692	mcl	malyl-CoA/(S)-citramalyl-CoA lyase [EC:4.1.3.24 4.1.3.25]	M00346	Formaldehyde assimilation, serine pathway [PATH:map01100]	ko01100	Metabolic pathways	None
K14067	mcl	malyl-CoA/(S)-citramalyl-CoA lyase [EC:4.1.3.24 4.1.3.25]	M00346	Formaldehyde assimilation, serine pathway [PATH:map01100]	ko01100	Metabolic pathways	None
K08692	mtaA	[methyl-Co(III) methanol-specific corrinoid protein]:coenzyme M methyltransferase [EC:2.1.1.246]	M00356	Methanogenesis, methanol => methane [PATH:map01100]	ko01100	Metabolic pathways	None
K14067	mtaA	[methyl-Co(III) methanol-specific corrinoid protein]:coenzyme M methyltransferase [EC:2.1.1.246]	M00356	Methanogenesis, methanol => methane [PATH:map01100]	ko01100	Metabolic pathways	None
K08692	mtaB	methanol---5-hydroxybenzimidazolylcobamide Co-methyltransferase [EC:2.1.1.90]	M00356	Methanogenesis, methanol => methane [PATH:map01100]	ko01100	Metabolic pathways	None
K14067	mtaB	methanol---5-hydroxybenzimidazolylcobamide Co-methyltransferase [EC:2.1.1.90]	M00356	Methanogenesis, methanol => methane [PATH:map01100]	ko01100	Metabolic pathways	None
K08692	mtaC	methanol corrinoid protein	M00356	Methanogenesis, methanol => methane [PATH:map01100]	ko01100	Metabolic pathways	None
K14067	mtaC	methanol corrinoid protein	M00356	Methanogenesis, methanol => methane [PATH:map01100]	ko01100	Metabolic pathways	None
K08692	mcrA	methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1]	M00356	Methanogenesis, methanol => methane [PATH:map01100]	ko01100	Metabolic pathways	None
K14067	mcrA	methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1]	M00356	Methanogenesis, methanol => methane [PATH:map01100]	ko01100	Metabolic pathways	None
K08692	hdrA1	heterodisulfide reductase subunit A1 [EC:1.8.7.3]	M00356	Methanogenesis, methanol => methane [PATH:map01100]	ko01100	Metabolic pathways	None
