ko	ko name	ko des	module	module name	map	map name	map class
K10944	pmoA-amoA	methane/ammonia monooxygenase [EC:1.14.18.3] [RN:R09518]	M00174	Methane oxidation, methanotroph, methane => formaldehyde [PATH:map01100]	path:map01100	Metabolic pathways	Metabolism; Metabolism of terpenoids and polyketides
K10945	pmoB-amoB	methane/ammonia monooxygenase [EC:1.14.18.3] [RN:R09518]	M00174	Methane oxidation, methanotroph, methane => formaldehyde [PATH:map01100]	path:map01100	Metabolic pathways	Metabolism; Metabolism of terpenoids and polyketides
K10946	pmoC-amoC	methane/ammonia monooxygenase [EC:1.14.18.3] [RN:R09518]	M00174	Methane oxidation, methanotroph, methane => formaldehyde [PATH:map01100]	path:map01100	Metabolic pathways	Metabolism; Metabolism of terpenoids and polyketides
K16157	mmoX	methane monooxygenase component A [EC:1.14.13.25] [RN:R01142]	M00174	Methane oxidation, methanotroph, methane => formaldehyde [PATH:map01100]	path:map01100	Metabolic pathways	Metabolism; Metabolism of terpenoids and polyketides
K16158	mmoY	methane monooxygenase component A [EC:1.14.13.25] [RN:R01142]	M00174	Methane oxidation, methanotroph, methane => formaldehyde [PATH:map01100]	path:map01100	Metabolic pathways	Metabolism; Metabolism of terpenoids and polyketides
K16159	mmoZ	methane monooxygenase component A [EC:1.14.13.25] [RN:R01142]	M00174	Methane oxidation, methanotroph, methane => formaldehyde [PATH:map01100]	path:map01100	Metabolic pathways	Metabolism; Metabolism of terpenoids and polyketides
K16160	mmoB	methane monooxygenase regulatory protein B [RN:R01142]	M00174	Methane oxidation, methanotroph, methane => formaldehyde [PATH:map01100]	path:map01100	Metabolic pathways	Metabolism; Metabolism of terpenoids and polyketides
K16161	mmoC	methane monooxygenase component C [EC:1.14.13.25] [RN:R01142]	M00174	Methane oxidation, methanotroph, methane => formaldehyde [PATH:map01100]	path:map01100	Metabolic pathways	Metabolism; Metabolism of terpenoids and polyketides
K16162	mmoD	methane monooxygenase component D [RN:R01142]	M00174	Methane oxidation, methanotroph, methane => formaldehyde [PATH:map01100]	path:map01100	Metabolic pathways	Metabolism; Metabolism of terpenoids and polyketides
K14028	mdh1, mxaF	methanol dehydrogenase [EC:1.1.2.7] [RN:R01146]	M00174	Methane oxidation, methanotroph, methane => formaldehyde [PATH:map01100]	path:map01100	Metabolic pathways	Metabolism; Metabolism of terpenoids and polyketides
K14029	mdh2, mxaI	methanol dehydrogenase [EC:1.1.2.7] [RN:R01146]	M00174	Methane oxidation, methanotroph, methane => formaldehyde [PATH:map01100]	path:map01100	Metabolic pathways	Metabolism; Metabolism of terpenoids and polyketides
K23995	xoxF	lanthanide-dependent methanol dehydrogenase [EC:1.1.2.10] [RN:R01146]	M00174	Methane oxidation, methanotroph, methane => formaldehyde [PATH:map01100]	path:map01100	Metabolic pathways	Metabolism; Metabolism of terpenoids and polyketides
K02588	nifH	nitrogenase iron protein [RN:R05185]	M00175	Nitrogen fixation, nitrogen => ammonia [PATH:map01100]	path:map01100	Metabolic pathways	Metabolism; Metabolism of terpenoids and polyketides
K02586	nifD	nitrogenase molybdenum-iron protein [EC:1.18.6.1] [RN:R05185]	M00175	Nitrogen fixation, nitrogen => ammonia [PATH:map01100]	path:map01100	Metabolic pathways	Metabolism; Metabolism of terpenoids and polyketides
K02591	nifK	nitrogenase molybdenum-iron protein [EC:1.18.6.1] [RN:R05185]	M00175	Nitrogen fixation, nitrogen => ammonia [PATH:map01100]	path:map01100	Metabolic pathways	Metabolism; Metabolism of terpenoids and polyketides
K00531	anfG	nitrogenase delta subunit [EC:1.18.6.1] [RN:R05185]	M00175	Nitrogen fixation, nitrogen => ammonia [PATH:map01100]	path:map01100	Metabolic pathways	Metabolism; Metabolism of terpenoids and polyketides
K22896	vnfD	vanadium-dependent nitrogenase [EC:1.18.6.2] [RN:R12084]	M00175	Nitrogen fixation, nitrogen => ammonia [PATH:map01100]	path:map01100	Metabolic pathways	Metabolism; Metabolism of terpenoids and polyketides
K22897	vnfK	vanadium-dependent nitrogenase [EC:1.18.6.2] [RN:R12084]	M00175	Nitrogen fixation, nitrogen => ammonia [PATH:map01100]	path:map01100	Metabolic pathways	Metabolism; Metabolism of terpenoids and polyketides
K22898	vnfG	vanadium nitrogenase delta subunit [EC:1.18.6.2] [RN:R12084]	M00175	Nitrogen fixation, nitrogen => ammonia [PATH:map01100]	path:map01100	Metabolic pathways	Metabolism; Metabolism of terpenoids and polyketides
K22899	vnfH	vanadium nitrogenase iron protein [RN:R12084]	M00175	Nitrogen fixation, nitrogen => ammonia [PATH:map01100]	path:map01100	Metabolic pathways	Metabolism; Metabolism of terpenoids and polyketides
K13811	PAPSS	sulfate adenylyltransferase [EC:2.7.7.4] [RN:R00529]	M00176	Assimilatory sulfate reduction, sulfate => H2S [PATH:map01100]	path:map01100	Metabolic pathways	Metabolism; Metabolism of terpenoids and polyketides
K00958	sat, met3	sulfate adenylyltransferase [EC:2.7.7.4] [RN:R00529]	M00176	Assimilatory sulfate reduction, sulfate => H2S [PATH:map01100]	path:map01100	Metabolic pathways	Metabolism; Metabolism of terpenoids and polyketides
K00955+K00957	cysNC	sulfate adenylyltransferase [EC:2.7.7.4] [RN:R00529]	M00176	Assimilatory sulfate reduction, sulfate => H2S [PATH:map01100]	path:map01100	Metabolic pathways	Metabolism; Metabolism of terpenoids and polyketides
K00955+K00957	cysD	sulfate adenylyltransferase [EC:2.7.7.4] [RN:R00529]	M00176	Assimilatory sulfate reduction, sulfate => H2S [PATH:map01100]	path:map01100	Metabolic pathways	Metabolism; Metabolism of terpenoids and polyketides
K00956	cysN	sulfate adenylyltransferase [EC:2.7.7.4] [RN:R00529]	M00176	Assimilatory sulfate reduction, sulfate => H2S [PATH:map01100]	path:map01100	Metabolic pathways	Metabolism; Metabolism of terpenoids and polyketides
K13811	PAPSS	adenylylsulfate kinase [EC:2.7.1.25] [RN:R00509]	M00176	Assimilatory sulfate reduction, sulfate => H2S [PATH:map01100]	path:map01100	Metabolic pathways	Metabolism; Metabolism of terpenoids and polyketides
K00860	cysC	adenylylsulfate kinase [EC:2.7.1.25] [RN:R00509]	M00176	Assimilatory sulfate reduction, sulfate => H2S [PATH:map01100]	path:map01100	Metabolic pathways	Metabolism; Metabolism of terpenoids and polyketides
K00955	cysNC	adenylylsulfate kinase [EC:2.7.1.25] [RN:R00509]	M00176	Assimilatory sulfate reduction, sulfate => H2S [PATH:map01100]	path:map01100	Metabolic pathways	Metabolism; Metabolism of terpenoids and polyketides
K00390	cysH	phosphoadenosine phosphosulfate reductase [EC:1.8.4.8] [RN:R02021]	M00176	Assimilatory sulfate reduction, sulfate => H2S [PATH:map01100]	path:map01100	Metabolic pathways	Metabolism; Metabolism of terpenoids and polyketides
K00380	cysJ	sulfite reductase (NADPH) [EC:1.8.1.2] [RN:R00858]	M00176	Assimilatory sulfate reduction, sulfate => H2S [PATH:map01100]	path:map01100	Metabolic pathways	Metabolism; Metabolism of terpenoids and polyketides
K00381	cysI	sulfite reductase (NADPH) [EC:1.8.1.2] [RN:R00858]	M00176	Assimilatory sulfate reduction, sulfate => H2S [PATH:map01100]	path:map01100	Metabolic pathways	Metabolism; Metabolism of terpenoids and polyketides
K00392	sir	sulfite reductase (ferredoxin) [EC:1.8.7.1] [RN:R00859]	M00176	Assimilatory sulfate reduction, sulfate => H2S [PATH:map01100]	path:map01100	Metabolic pathways	Metabolism; Metabolism of terpenoids and polyketides
K00163	aceE	pyruvate dehydrogenase complex [EC:1.2.4.1 2.3.1.12 1.8.1.4] [RN:R00209 R00014 R03270 R02569 R07618]	M00307	Pyruvate oxidation, pyruvate => acetyl-CoA [PATH:map01100]	path:map01100	Metabolic pathways	Metabolism; Metabolism of terpenoids and polyketides
K00161	PDHA, pdhA	pyruvate dehydrogenase complex [EC:1.2.4.1 2.3.1.12 1.8.1.4] [RN:R00209 R00014 R03270 R02569 R07618]	M00307	Pyruvate oxidation, pyruvate => acetyl-CoA [PATH:map01100]	path:map01100	Metabolic pathways	Metabolism; Metabolism of terpenoids and polyketides
K00162	PDHB, pdhB	pyruvate dehydrogenase complex [EC:1.2.4.1 2.3.1.12 1.8.1.4] [RN:R00209 R00014 R03270 R02569 R07618]	M00307	Pyruvate oxidation, pyruvate => acetyl-CoA [PATH:map01100]	path:map01100	Metabolic pathways	Metabolism; Metabolism of terpenoids and polyketides
K00627	DLAT, aceF, pdhC	pyruvate dehydrogenase complex [EC:1.2.4.1 2.3.1.12 1.8.1.4] [RN:R00209 R00014 R03270 R02569 R07618]	M00307	Pyruvate oxidation, pyruvate => acetyl-CoA [PATH:map01100]	path:map01100	Metabolic pathways	Metabolism; Metabolism of terpenoids and polyketides
K00382	DLD, lpd, pdhD	pyruvate dehydrogenase complex [EC:1.2.4.1 2.3.1.12 1.8.1.4] [RN:R00209 R00014 R03270 R02569 R07618]	M00307	Pyruvate oxidation, pyruvate => acetyl-CoA [PATH:map01100]	path:map01100	Metabolic pathways	Metabolism; Metabolism of terpenoids and polyketides
K13997	PDHX	pyruvate dehydrogenase complex [EC:1.2.4.1 2.3.1.12 1.8.1.4] [RN:R00209 R00014 R03270 R02569 R07618]	M00307	Pyruvate oxidation, pyruvate => acetyl-CoA [PATH:map01100]	path:map01100	Metabolic pathways	Metabolism; Metabolism of terpenoids and polyketides
K00169	porA	pyruvate:ferredoxin oxidoreductase [EC:1.2.7.1] [RN:R01196]	M00307	Pyruvate oxidation, pyruvate => acetyl-CoA [PATH:map01100]	path:map01100	Metabolic pathways	Metabolism; Metabolism of terpenoids and polyketides
K00170	porB	pyruvate:ferredoxin oxidoreductase [EC:1.2.7.1] [RN:R01196]	M00307	Pyruvate oxidation, pyruvate => acetyl-CoA [PATH:map01100]	path:map01100	Metabolic pathways	Metabolism; Metabolism of terpenoids and polyketides
K00171	porD	pyruvate:ferredoxin oxidoreductase [EC:1.2.7.1] [RN:R01196]	M00307	Pyruvate oxidation, pyruvate => acetyl-CoA [PATH:map01100]	path:map01100	Metabolic pathways	Metabolism; Metabolism of terpenoids and polyketides
K00172	porC, porG	pyruvate:ferredoxin oxidoreductase [EC:1.2.7.1] [RN:R01196]	M00307	Pyruvate oxidation, pyruvate => acetyl-CoA [PATH:map01100]	path:map01100	Metabolic pathways	Metabolism; Metabolism of terpenoids and polyketides
K00189	vorG, porG	pyruvate:ferredoxin oxidoreductase [EC:1.2.7.1] [RN:R01196]	M00307	Pyruvate oxidation, pyruvate => acetyl-CoA [PATH:map01100]	path:map01100	Metabolic pathways	Metabolism; Metabolism of terpenoids and polyketides
K03737	por, nifJ	pyruvate:ferredoxin oxidoreductase [EC:1.2.7.1] [RN:R01196]	M00307	Pyruvate oxidation, pyruvate => acetyl-CoA [PATH:map01100]	path:map01100	Metabolic pathways	Metabolism; Metabolism of terpenoids and polyketides
K05308	gnaD	gluconate dehydratase [EC:4.2.1.140] [RN:R01538]	M00308	Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P [PATH:map01100]	path:map01100	Metabolic pathways	Metabolism; Metabolism of terpenoids and polyketides
K00874	kdgK	2-dehydro-3-deoxygluconokinase [EC:2.7.1.45] [RN:R01541]	M00308	Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P [PATH:map01100]	path:map01100	Metabolic pathways	Metabolism; Metabolism of terpenoids and polyketides
K01625	eda	2-dehydro-3-deoxyphosphogluconate aldolase [EC:4.1.2.14] [RN:R05605]	M00308	Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P [PATH:map01100]	path:map01100	Metabolic pathways	Metabolism; Metabolism of terpenoids and polyketides
K00134	GAPDH, gapA	glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12] [RN:R01061]	M00308	Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P [PATH:map01100]	path:map01100	Metabolic pathways	Metabolism; Metabolism of terpenoids and polyketides
K00927	PGK, pgk	phosphoglycerate kinase [EC:2.7.2.3] [RN:R01512]	M00308	Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P [PATH:map01100]	path:map01100	Metabolic pathways	Metabolism; Metabolism of terpenoids and polyketides
K00131	gapN	glyceraldehyde-3-phosphate dehydrogenase (NADP+) [EC:1.2.1.9] [RN:R01058]	M00308	Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P [PATH:map01100]	path:map01100	Metabolic pathways	Metabolism; Metabolism of terpenoids and polyketides
K18978	gapN	glyceraldehyde-3-phosphate dehydrogenase [NAD(P)+] [EC:1.2.1.90] [RN:R01058 R10860]	M00308	Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P [PATH:map01100]	path:map01100	Metabolic pathways	Metabolism; Metabolism of terpenoids and polyketides
K05308	gnaD	gluconate/galactonate dehydratase [EC:4.2.1.140] [RN:R01538 R03033]	M00309	Non-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate [PATH:map01100]	path:map01100	Metabolic pathways	Metabolism; Metabolism of terpenoids and polyketides
K11395	kdpgA	2-dehydro-3-deoxy-phosphogluconate/2-dehydro-3-deoxy-6-phosphogalactonate aldolase [EC:4.1.2.55] [RN:R08570 R10616]	M00309	Non-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate [PATH:map01100]	path:map01100	Metabolic pathways	Metabolism; Metabolism of terpenoids and polyketides
K18127	kdgA	2-dehydro-3-deoxy-D-gluconate aldolase [EC:4.1.2.51] [RN:R08570 R10616]	M00309	Non-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate [PATH:map01100]	path:map01100	Metabolic pathways	Metabolism; Metabolism of terpenoids and polyketides
K18020	cutA	glyceraldehyde dehydrogenase large subunit [EC:1.2.99.8] [RN:R10324]	M00309	Non-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate [PATH:map01100]	path:map01100	Metabolic pathways	Metabolism; Metabolism of terpenoids and polyketides
K18021	cutB	glyceraldehyde dehydrogenase large subunit [EC:1.2.99.8] [RN:R10324]	M00309	Non-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate [PATH:map01100]	path:map01100	Metabolic pathways	Metabolism; Metabolism of terpenoids and polyketides
K18022	cutC	glyceraldehyde dehydrogenase large subunit [EC:1.2.99.8] [RN:R10324]	M00309	Non-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate [PATH:map01100]	path:map01100	Metabolic pathways	Metabolism; Metabolism of terpenoids and polyketides
K18128	gadh	glyceraldehyde dehydrogenase [EC:1.2.1.89] [RN:R10615]	M00309	Non-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate [PATH:map01100]	path:map01100	Metabolic pathways	Metabolism; Metabolism of terpenoids and polyketides
K03738	aor	aldehyde:ferredoxin oxidoreductase [EC:1.2.7.5] [RN:R08571]	M00309	Non-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate [PATH:map01100]	path:map01100	Metabolic pathways	Metabolism; Metabolism of terpenoids and polyketides
K01697	CBS	cystathionine beta-synthase [EC:4.2.1.22] [RN:R01290]	M00338	Cysteine biosynthesis, homocysteine + serine => cysteine [PATH:map01100]	path:map01100	Metabolic pathways	Metabolism; Metabolism of terpenoids and polyketides
K10150	cysO	cystathionine beta-synthase [EC:4.2.1.22] [RN:R01290]	M00338	Cysteine biosynthesis, homocysteine + serine => cysteine [PATH:map01100]	path:map01100	Metabolic pathways	Metabolism; Metabolism of terpenoids and polyketides
K01758	CTH	cystathionine gamma-lyase [EC:4.4.1.1] [RN:R01001]	M00338	Cysteine biosynthesis, homocysteine + serine => cysteine [PATH:map01100]	path:map01100	Metabolic pathways	Metabolism; Metabolism of terpenoids and polyketides
K17100	DAS	dihydroxyacetone synthase [EC:2.2.1.3] [RN:R01440]	M00344	Formaldehyde assimilation, xylulose monophosphate pathway [PATH:map01100]	path:map01100	Metabolic pathways	Metabolism; Metabolism of terpenoids and polyketides
K00863	DAK, TKFC	dihydroxyacetone kinase [EC:2.7.1.29] [RN:R01011]	M00344	Formaldehyde assimilation, xylulose monophosphate pathway [PATH:map01100]	path:map01100	Metabolic pathways	Metabolism; Metabolism of terpenoids and polyketides
K01624	FBA, fbaA	fructose-bisphosphate aldolase, class II [EC:4.1.2.13] [RN:R01068]	M00344	Formaldehyde assimilation, xylulose monophosphate pathway [PATH:map01100]	path:map01100	Metabolic pathways	Metabolism; Metabolism of terpenoids and polyketides
K03841	FBP, fbp	fructose-1,6-bisphosphatase I [EC:3.1.3.11] [RN:R00762]	M00344	Formaldehyde assimilation, xylulose monophosphate pathway [PATH:map01100]	path:map01100	Metabolic pathways	Metabolism; Metabolism of terpenoids and polyketides
K08093	hxlA	3-hexulose-6-phosphate synthase [EC:4.1.2.43] [RN:R05338]	M00345	Formaldehyde assimilation, ribulose monophosphate pathway [PATH:map01100]	path:map01100	Metabolic pathways	Metabolism; Metabolism of terpenoids and polyketides
K13812	fae-hps	3-hexulose-6-phosphate synthase [EC:4.1.2.43] [RN:R05338]	M00345	Formaldehyde assimilation, ribulose monophosphate pathway [PATH:map01100]	path:map01100	Metabolic pathways	Metabolism; Metabolism of terpenoids and polyketides
K13831	hps-phi	3-hexulose-6-phosphate synthase [EC:4.1.2.43] [RN:R05338]	M00345	Formaldehyde assimilation, ribulose monophosphate pathway [PATH:map01100]	path:map01100	Metabolic pathways	Metabolism; Metabolism of terpenoids and polyketides
K08094	hxlB	6-phospho-3-hexuloisomerase [EC:5.3.1.27] [RN:R05339 R09780]	M00345	Formaldehyde assimilation, ribulose monophosphate pathway [PATH:map01100]	path:map01100	Metabolic pathways	Metabolism; Metabolism of terpenoids and polyketides
K13831	hps-phi	6-phospho-3-hexuloisomerase [EC:5.3.1.27] [RN:R05339 R09780]	M00345	Formaldehyde assimilation, ribulose monophosphate pathway [PATH:map01100]	path:map01100	Metabolic pathways	Metabolism; Metabolism of terpenoids and polyketides
K00850	pfkA, PFK	6-phosphofructokinase [EC:2.7.1.11] [RN:R00756 R04779]	M00345	Formaldehyde assimilation, ribulose monophosphate pathway [PATH:map01100]	path:map01100	Metabolic pathways	Metabolism; Metabolism of terpenoids and polyketides
K16370	pfkB	6-phosphofructokinase [EC:2.7.1.11] [RN:R00756 R04779]	M00345	Formaldehyde assimilation, ribulose monophosphate pathway [PATH:map01100]	path:map01100	Metabolic pathways	Metabolism; Metabolism of terpenoids and polyketides
K01624	FBA, fbaA	fructose-bisphosphate aldolase, class II [EC:4.1.2.13] [RN:R01068 R01070]	M00345	Formaldehyde assimilation, ribulose monophosphate pathway [PATH:map01100]	path:map01100	Metabolic pathways	Metabolism; Metabolism of terpenoids and polyketides
K00600	glyA, SHMT	glycine hydroxymethyltransferase [EC:2.1.2.1] [RN:R00945]	M00346	Formaldehyde assimilation, serine pathway [PATH:map01100]	path:map01100	Metabolic pathways	Metabolism; Metabolism of terpenoids and polyketides
K00830	AGXT	serine--glyoxylate transaminase [EC:2.6.1.45] [RN:R00588]	M00346	Formaldehyde assimilation, serine pathway [PATH:map01100]	path:map01100	Metabolic pathways	Metabolism; Metabolism of terpenoids and polyketides
K00018	hprA	glycerate dehydrogenase [EC:1.1.1.29] [RN:R01388]	M00346	Formaldehyde assimilation, serine pathway [PATH:map01100]	path:map01100	Metabolic pathways	Metabolism; Metabolism of terpenoids and polyketides
K11529	gck, gckA, GLYCTK	glycerate 2-kinase [EC:2.7.1.165] [RN:R08572]	M00346	Formaldehyde assimilation, serine pathway [PATH:map01100]	path:map01100	Metabolic pathways	Metabolism; Metabolism of terpenoids and polyketides
K01689	ENO, eno	enolase [EC:4.2.1.11] [RN:R00658]	M00346	Formaldehyde assimilation, serine pathway [PATH:map01100]	path:map01100	Metabolic pathways	Metabolism; Metabolism of terpenoids and polyketides
K01595	ppc	phosphoenolpyruvate carboxylase [EC:4.1.1.31] [RN:R00345]	M00346	Formaldehyde assimilation, serine pathway [PATH:map01100]	path:map01100	Metabolic pathways	Metabolism; Metabolism of terpenoids and polyketides
K00024	mdh	malate dehydrogenase [EC:1.1.1.37] [RN:R00342]	M00346	Formaldehyde assimilation, serine pathway [PATH:map01100]	path:map01100	Metabolic pathways	Metabolism; Metabolism of terpenoids and polyketides
K08692	mtkB	malate-CoA ligase [EC:6.2.1.9] [RN:R01256]	M00346	Formaldehyde assimilation, serine pathway [PATH:map01100]	path:map01100	Metabolic pathways	Metabolism; Metabolism of terpenoids and polyketides
K14067	mtkA	malate-CoA ligase [EC:6.2.1.9] [RN:R01256]	M00346	Formaldehyde assimilation, serine pathway [PATH:map01100]	path:map01100	Metabolic pathways	Metabolism; Metabolism of terpenoids and polyketides
K08691	mcl	malyl-CoA lyase [EC:4.1.3.24] [RN:R00473]	M00346	Formaldehyde assimilation, serine pathway [PATH:map01100]	path:map01100	Metabolic pathways	Metabolism; Metabolism of terpenoids and polyketides
K14080	mtaA	[methyl-Co(III) methanol-specific corrinoid protein]:coenzyme M methyltransferase [EC:2.1.1.246] [RN:R09098]	M00356	Methanogenesis, methanol => methane [PATH:map01100]	path:map01100	Metabolic pathways	Metabolism; Metabolism of terpenoids and polyketides
K04480	mtaB	methanol---5-hydroxybenzimidazolylcobamide Co-methyltransferase [EC:2.1.1.90] [RN:R09098]	M00356	Methanogenesis, methanol => methane [PATH:map01100]	path:map01100	Metabolic pathways	Metabolism; Metabolism of terpenoids and polyketides
K14081	mtaC	methanol corrinoid protein [RN:R09098]	M00356	Methanogenesis, methanol => methane [PATH:map01100]	path:map01100	Metabolic pathways	Metabolism; Metabolism of terpenoids and polyketides
K00399	mcrA	methyl-coenzyme M reductase [EC:2.8.4.1] [RN:R04541]	M00356	Methanogenesis, methanol => methane [PATH:map01100]	path:map01100	Metabolic pathways	Metabolism; Metabolism of terpenoids and polyketides
K00401	mcrB	methyl-coenzyme M reductase [EC:2.8.4.1] [RN:R04541]	M00356	Methanogenesis, methanol => methane [PATH:map01100]	path:map01100	Metabolic pathways	Metabolism; Metabolism of terpenoids and polyketides
K00402	mcrG	methyl-coenzyme M reductase [EC:2.8.4.1] [RN:R04541]	M00356	Methanogenesis, methanol => methane [PATH:map01100]	path:map01100	Metabolic pathways	Metabolism; Metabolism of terpenoids and polyketides
K22480	hdrA1	heterodisulfide reductase 1 [EC:1.8.7.3] [RN:R11931]	M00356	Methanogenesis, methanol => methane [PATH:map01100]	path:map01100	Metabolic pathways	Metabolism; Metabolism of terpenoids and polyketides
K22481	hdrB1	heterodisulfide reductase 1 [EC:1.8.7.3] [RN:R11931]	M00356	Methanogenesis, methanol => methane [PATH:map01100]	path:map01100	Metabolic pathways	Metabolism; Metabolism of terpenoids and polyketides
K22482	hdrC1	heterodisulfide reductase 1 [EC:1.8.7.3] [RN:R11931]	M00356	Methanogenesis, methanol => methane [PATH:map01100]	path:map01100	Metabolic pathways	Metabolism; Metabolism of terpenoids and polyketides
K03388	hdrA2	heterodisulfide reductase 2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6] [RN:R11928 R11931 R11943 R11944]	M00356	Methanogenesis, methanol => methane [PATH:map01100]	path:map01100	Metabolic pathways	Metabolism; Metabolism of terpenoids and polyketides
K03389	hdrB2	heterodisulfide reductase 2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6] [RN:R11928 R11931 R11943 R11944]	M00356	Methanogenesis, methanol => methane [PATH:map01100]	path:map01100	Metabolic pathways	Metabolism; Metabolism of terpenoids and polyketides
K03390	hdrC2	heterodisulfide reductase 2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6] [RN:R11928 R11931 R11943 R11944]	M00356	Methanogenesis, methanol => methane [PATH:map01100]	path:map01100	Metabolic pathways	Metabolism; Metabolism of terpenoids and polyketides
K08264	hdrD	heterodisulfide reductase [EC:1.8.98.1] [RN:R04540]	M00356	Methanogenesis, methanol => methane [PATH:map01100]	path:map01100	Metabolic pathways	Metabolism; Metabolism of terpenoids and polyketides
K08265	hdrE	heterodisulfide reductase [EC:1.8.98.1] [RN:R04540]	M00356	Methanogenesis, methanol => methane [PATH:map01100]	path:map01100	Metabolic pathways	Metabolism; Metabolism of terpenoids and polyketides
K14126	mvhA, vhuA, vhcA	F420-non-reducing hydrogenase [EC:1.8.98.5] [RN:R11943]	M00356	Methanogenesis, methanol => methane [PATH:map01100]	path:map01100	Metabolic pathways	Metabolism; Metabolism of terpenoids and polyketides
K14128	mvhG, vhuG, vhcG	F420-non-reducing hydrogenase [EC:1.8.98.5] [RN:R11943]	M00356	Methanogenesis, methanol => methane [PATH:map01100]	path:map01100	Metabolic pathways	Metabolism; Metabolism of terpenoids and polyketides
K14127	mvhD, vhuD, vhcD	F420-non-reducing hydrogenase iron-sulfur subunit [EC:1.8.98.5 1.8.98.6] [RN:R11943 R11944]	M00356	Methanogenesis, methanol => methane [PATH:map01100]	path:map01100	Metabolic pathways	Metabolism; Metabolism of terpenoids and polyketides
K22516	fdhA	formate dehydrogenase (coenzyme F420) [EC:1.8.98.6] [RN:R11944]	M00356	Methanogenesis, methanol => methane [PATH:map01100]	path:map01100	Metabolic pathways	Metabolism; Metabolism of terpenoids and polyketides
K00125	fdhB	formate dehydrogenase (coenzyme F420) [EC:1.8.98.6] [RN:R11944]	M00356	Methanogenesis, methanol => methane [PATH:map01100]	path:map01100	Metabolic pathways	Metabolism; Metabolism of terpenoids and polyketides
K00925	ackA	acetate kinase [EC:2.7.2.1] [RN:R00315]	M00357	Methanogenesis, acetate => methane [PATH:map01100]	path:map01100	Metabolic pathways	Metabolism; Metabolism of terpenoids and polyketides
K00625	E2.3.1.8, pta	phosphate acetyltransferase [EC:2.3.1.8] [RN:R00230]	M00357	Methanogenesis, acetate => methane [PATH:map01100]	path:map01100	Metabolic pathways	Metabolism; Metabolism of terpenoids and polyketides
K01895	ACSS1_2, acs	acetyl-CoA synthetase [EC:6.2.1.1] [RN:R00235]	M00357	Methanogenesis, acetate => methane [PATH:map01100]	path:map01100	Metabolic pathways	Metabolism; Metabolism of terpenoids and polyketides
K00193	cdhC	acetyl-CoA decarbonylase/synthase complex [EC:2.3.1.-] [RN:R09096]	M00357	Methanogenesis, acetate => methane [PATH:map01100]	path:map01100	Metabolic pathways	Metabolism; Metabolism of terpenoids and polyketides
K00197	cdhE, acsC	acetyl-CoA decarbonylase/synthase complex [EC:2.3.1.-] [RN:R09096]	M00357	Methanogenesis, acetate => methane [PATH:map01100]	path:map01100	Metabolic pathways	Metabolism; Metabolism of terpenoids and polyketides
K00194	cdhD, acsD	acetyl-CoA decarbonylase/synthase complex [EC:2.3.1.-] [RN:R09096]	M00357	Methanogenesis, acetate => methane [PATH:map01100]	path:map01100	Metabolic pathways	Metabolism; Metabolism of terpenoids and polyketides
K00577	mtrA	tetrahydromethanopterin S-methyltransferase [EC:2.1.1.86] [RN:R04347]	M00357	Methanogenesis, acetate => methane [PATH:map01100]	path:map01100	Metabolic pathways	Metabolism; Metabolism of terpenoids and polyketides
K00578	mtrB	tetrahydromethanopterin S-methyltransferase [EC:2.1.1.86] [RN:R04347]	M00357	Methanogenesis, acetate => methane [PATH:map01100]	path:map01100	Metabolic pathways	Metabolism; Metabolism of terpenoids and polyketides
K00579	mtrC	tetrahydromethanopterin S-methyltransferase [EC:2.1.1.86] [RN:R04347]	M00357	Methanogenesis, acetate => methane [PATH:map01100]	path:map01100	Metabolic pathways	Metabolism; Metabolism of terpenoids and polyketides
K00580	mtrD	tetrahydromethanopterin S-methyltransferase [EC:2.1.1.86] [RN:R04347]	M00357	Methanogenesis, acetate => methane [PATH:map01100]	path:map01100	Metabolic pathways	Metabolism; Metabolism of terpenoids and polyketides
